industry_code,industry_name,subtype_code,subtype_name,activity_code,activity_name,default_pricing_method,rate_unit,oxfordshire_rate_gbp,available_pricing_methods
garden_landscaping_tree_and_outdoor_work,"Garden, Landscaping, Tree And Outdoor Work",garden_landscaping_tree_and_outdoor_work.landscaping,Landscaping,garden_landscaping_tree_and_outdoor_work.landscaping.garden_design_consultation,Garden design consultation,cena_za_navstevu,GBP/visit,84.0,hodinova_sazba|denni_sazba|cena_za_navstevu|cena_za_kus|cena_za_plochu|cena_za_delku|cena_za_objem|cena_za_vahu|cena_za_bulk_bag_skip_nebo_container|fixni_cena|cena_za_balicek|callout_fee|cestovni_poplatek|materialova_polozka|procento|milestone_nebo_stage_payment|subscription_nebo_retainer
garden_landscaping_tree_and_outdoor_work,"Garden, Landscaping, Tree And Outdoor Work",garden_landscaping_tree_and_outdoor_work.landscaping,Landscaping,garden_landscaping_tree_and_outdoor_work.landscaping.planting_design,Planting design,hodinova_sazba,GBP/h,42.0,hodinova_sazba|denni_sazba|cena_za_navstevu|cena_za_kus|cena_za_plochu|cena_za_delku|cena_za_objem|cena_za_vahu|cena_za_bulk_bag_skip_nebo_container|fixni_cena|cena_za_balicek|callout_fee|cestovni_poplatek|materialova_polozka|procento|milestone_nebo_stage_payment|subscription_nebo_retainer
garden_landscaping_tree_and_outdoor_work,"Garden, Landscaping, Tree And Outdoor Work",garden_landscaping_tree_and_outdoor_work.landscaping,Landscaping,garden_landscaping_tree_and_outdoor_work.landscaping.soft_landscaping,Soft landscaping,hodinova_sazba,GBP/h,30.0,hodinova_sazba|denni_sazba|cena_za_navstevu|cena_za_kus|cena_za_plochu|cena_za_delku|cena_za_objem|cena_za_vahu|cena_za_bulk_bag_skip_nebo_container|fixni_cena|cena_za_balicek|callout_fee|cestovni_poplatek|materialova_polozka|procento|milestone_nebo_stage_payment|subscription_nebo_retainer
garden_landscaping_tree_and_outdoor_work,"Garden, Landscaping, Tree And Outdoor Work",garden_landscaping_tree_and_outdoor_work.landscaping,Landscaping,garden_landscaping_tree_and_outdoor_work.landscaping.hard_landscaping_support,Hard landscaping support,hodinova_sazba,GBP/h,30.0,hodinova_sazba|denni_sazba|cena_za_navstevu|cena_za_kus|cena_za_plochu|cena_za_delku|cena_za_objem|cena_za_vahu|cena_za_bulk_bag_skip_nebo_container|fixni_cena|cena_za_balicek|callout_fee|cestovni_poplatek|materialova_polozka|procento|milestone_nebo_stage_payment|subscription_nebo_retainer
garden_landscaping_tree_and_outdoor_work,"Garden, Landscaping, Tree And Outdoor Work",garden_landscaping_tree_and_outdoor_work.landscaping,Landscaping,garden_landscaping_tree_and_outdoor_work.landscaping.lawn_mowing,Lawn mowing,hodinova_sazba,GBP/h,30.0,hodinova_sazba|denni_sazba|cena_za_navstevu|cena_za_kus|cena_za_plochu|cena_za_delku|cena_za_objem|cena_za_vahu|cena_za_bulk_bag_skip_nebo_container|fixni_cena|cena_za_balicek|callout_fee|cestovni_poplatek|materialova_polozka|procento|milestone_nebo_stage_payment|subscription_nebo_retainer
garden_landscaping_tree_and_outdoor_work,"Garden, Landscaping, Tree And Outdoor Work",garden_landscaping_tree_and_outdoor_work.landscaping,Landscaping,garden_landscaping_tree_and_outdoor_work.landscaping.strimming,Strimming,hodinova_sazba,GBP/h,30.0,hodinova_sazba|denni_sazba|cena_za_navstevu|cena_za_kus|cena_za_plochu|cena_za_delku|cena_za_objem|cena_za_vahu|cena_za_bulk_bag_skip_nebo_container|fixni_cena|cena_za_balicek|callout_fee|cestovni_poplatek|materialova_polozka|procento|milestone_nebo_stage_payment|subscription_nebo_retainer
garden_landscaping_tree_and_outdoor_work,"Garden, Landscaping, Tree And Outdoor Work",garden_landscaping_tree_and_outdoor_work.landscaping,Landscaping,garden_landscaping_tree_and_outdoor_work.landscaping.lawn_edging,Lawn edging,cena_za_delku,GBP/m,10.0,hodinova_sazba|denni_sazba|cena_za_navstevu|cena_za_kus|cena_za_plochu|cena_za_delku|cena_za_objem|cena_za_vahu|cena_za_bulk_bag_skip_nebo_container|fixni_cena|cena_za_balicek|callout_fee|cestovni_poplatek|materialova_polozka|procento|milestone_nebo_stage_payment|subscription_nebo_retainer
garden_landscaping_tree_and_outdoor_work,"Garden, Landscaping, Tree And Outdoor Work",garden_landscaping_tree_and_outdoor_work.landscaping,Landscaping,garden_landscaping_tree_and_outdoor_work.landscaping.lawn_repair,Lawn repair,cena_za_kus,GBP/item,25.0,hodinova_sazba|denni_sazba|cena_za_navstevu|cena_za_kus|cena_za_plochu|cena_za_delku|cena_za_objem|cena_za_vahu|cena_za_bulk_bag_skip_nebo_container|fixni_cena|cena_za_balicek|callout_fee|cestovni_poplatek|materialova_polozka|procento|milestone_nebo_stage_payment|subscription_nebo_retainer
garden_landscaping_tree_and_outdoor_work,"Garden, Landscaping, Tree And Outdoor Work",garden_landscaping_tree_and_outdoor_work.landscaping,Landscaping,garden_landscaping_tree_and_outdoor_work.landscaping.lawn_renovation,Lawn renovation,hodinova_sazba,GBP/h,30.0,hodinova_sazba|denni_sazba|cena_za_navstevu|cena_za_kus|cena_za_plochu|cena_za_delku|cena_za_objem|cena_za_vahu|cena_za_bulk_bag_skip_nebo_container|fixni_cena|cena_za_balicek|callout_fee|cestovni_poplatek|materialova_polozka|procento|milestone_nebo_stage_payment|subscription_nebo_retainer
garden_landscaping_tree_and_outdoor_work,"Garden, Landscaping, Tree And Outdoor Work",garden_landscaping_tree_and_outdoor_work.landscaping,Landscaping,garden_landscaping_tree_and_outdoor_work.landscaping.lawn_levelling,Lawn levelling,hodinova_sazba,GBP/h,30.0,hodinova_sazba|denni_sazba|cena_za_navstevu|cena_za_kus|cena_za_plochu|cena_za_delku|cena_za_objem|cena_za_vahu|cena_za_bulk_bag_skip_nebo_container|fixni_cena|cena_za_balicek|callout_fee|cestovni_poplatek|materialova_polozka|procento|milestone_nebo_stage_payment|subscription_nebo_retainer
garden_landscaping_tree_and_outdoor_work,"Garden, Landscaping, Tree And Outdoor Work",garden_landscaping_tree_and_outdoor_work.landscaping,Landscaping,garden_landscaping_tree_and_outdoor_work.landscaping.turf_laying,Turf laying,cena_za_plochu,GBP/m2,5.0,hodinova_sazba|denni_sazba|cena_za_navstevu|cena_za_kus|cena_za_plochu|cena_za_delku|cena_za_objem|cena_za_vahu|cena_za_bulk_bag_skip_nebo_container|fixni_cena|cena_za_balicek|callout_fee|cestovni_poplatek|materialova_polozka|procento|milestone_nebo_stage_payment|subscription_nebo_retainer
garden_landscaping_tree_and_outdoor_work,"Garden, Landscaping, Tree And Outdoor Work",garden_landscaping_tree_and_outdoor_work.landscaping,Landscaping,garden_landscaping_tree_and_outdoor_work.landscaping.artificial_grass_installation,Artificial grass installation,cena_za_kus,GBP/item,27.0,hodinova_sazba|denni_sazba|cena_za_navstevu|cena_za_kus|cena_za_plochu|cena_za_delku|cena_za_objem|cena_za_vahu|cena_za_bulk_bag_skip_nebo_container|fixni_cena|cena_za_balicek|callout_fee|cestovni_poplatek|materialova_polozka|procento|milestone_nebo_stage_payment|subscription_nebo_retainer
garden_landscaping_tree_and_outdoor_work,"Garden, Landscaping, Tree And Outdoor Work",garden_landscaping_tree_and_outdoor_work.landscaping,Landscaping,garden_landscaping_tree_and_outdoor_work.landscaping.lawn_aeration,Lawn aeration,hodinova_sazba,GBP/h,30.0,hodinova_sazba|denni_sazba|cena_za_navstevu|cena_za_kus|cena_za_plochu|cena_za_delku|cena_za_objem|cena_za_vahu|cena_za_bulk_bag_skip_nebo_container|fixni_cena|cena_za_balicek|callout_fee|cestovni_poplatek|materialova_polozka|procento|milestone_nebo_stage_payment|subscription_nebo_retainer
garden_landscaping_tree_and_outdoor_work,"Garden, Landscaping, Tree And Outdoor Work",garden_landscaping_tree_and_outdoor_work.landscaping,Landscaping,garden_landscaping_tree_and_outdoor_work.landscaping.lawn_scarifying,Lawn scarifying,hodinova_sazba,GBP/h,30.0,hodinova_sazba|denni_sazba|cena_za_navstevu|cena_za_kus|cena_za_plochu|cena_za_delku|cena_za_objem|cena_za_vahu|cena_za_bulk_bag_skip_nebo_container|fixni_cena|cena_za_balicek|callout_fee|cestovni_poplatek|materialova_polozka|procento|milestone_nebo_stage_payment|subscription_nebo_retainer
garden_landscaping_tree_and_outdoor_work,"Garden, Landscaping, Tree And Outdoor Work",garden_landscaping_tree_and_outdoor_work.landscaping,Landscaping,garden_landscaping_tree_and_outdoor_work.landscaping.lawn_fertilising,Lawn fertilising,hodinova_sazba,GBP/h,30.0,hodinova_sazba|denni_sazba|cena_za_navstevu|cena_za_kus|cena_za_plochu|cena_za_delku|cena_za_objem|cena_za_vahu|cena_za_bulk_bag_skip_nebo_container|fixni_cena|cena_za_balicek|callout_fee|cestovni_poplatek|materialova_polozka|procento|milestone_nebo_stage_payment|subscription_nebo_retainer
garden_landscaping_tree_and_outdoor_work,"Garden, Landscaping, Tree And Outdoor Work",garden_landscaping_tree_and_outdoor_work.landscaping,Landscaping,garden_landscaping_tree_and_outdoor_work.landscaping.top_dressing,Top dressing,hodinova_sazba,GBP/h,30.0,hodinova_sazba|denni_sazba|cena_za_navstevu|cena_za_kus|cena_za_plochu|cena_za_delku|cena_za_objem|cena_za_vahu|cena_za_bulk_bag_skip_nebo_container|fixni_cena|cena_za_balicek|callout_fee|cestovni_poplatek|materialova_polozka|procento|milestone_nebo_stage_payment|subscription_nebo_retainer
garden_landscaping_tree_and_outdoor_work,"Garden, Landscaping, Tree And Outdoor Work",garden_landscaping_tree_and_outdoor_work.landscaping,Landscaping,garden_landscaping_tree_and_outdoor_work.landscaping.soil_improvement,Soil improvement,cena_za_objem,GBP/m3,45.0,hodinova_sazba|denni_sazba|cena_za_navstevu|cena_za_kus|cena_za_plochu|cena_za_delku|cena_za_objem|cena_za_vahu|cena_za_bulk_bag_skip_nebo_container|fixni_cena|cena_za_balicek|callout_fee|cestovni_poplatek|materialova_polozka|procento|milestone_nebo_stage_payment|subscription_nebo_retainer
garden_landscaping_tree_and_outdoor_work,"Garden, Landscaping, Tree And Outdoor Work",garden_landscaping_tree_and_outdoor_work.landscaping,Landscaping,garden_landscaping_tree_and_outdoor_work.landscaping.compost_application,Compost application,materialova_polozka,at cost,0.0,hodinova_sazba|denni_sazba|cena_za_navstevu|cena_za_kus|cena_za_plochu|cena_za_delku|cena_za_objem|cena_za_vahu|cena_za_bulk_bag_skip_nebo_container|fixni_cena|cena_za_balicek|callout_fee|cestovni_poplatek|materialova_polozka|procento|milestone_nebo_stage_payment|subscription_nebo_retainer
garden_landscaping_tree_and_outdoor_work,"Garden, Landscaping, Tree And Outdoor Work",garden_landscaping_tree_and_outdoor_work.landscaping,Landscaping,garden_landscaping_tree_and_outdoor_work.landscaping.mulching,Mulching,hodinova_sazba,GBP/h,30.0,hodinova_sazba|denni_sazba|cena_za_navstevu|cena_za_kus|cena_za_plochu|cena_za_delku|cena_za_objem|cena_za_vahu|cena_za_bulk_bag_skip_nebo_container|fixni_cena|cena_za_balicek|callout_fee|cestovni_poplatek|materialova_polozka|procento|milestone_nebo_stage_payment|subscription_nebo_retainer
garden_landscaping_tree_and_outdoor_work,"Garden, Landscaping, Tree And Outdoor Work",garden_landscaping_tree_and_outdoor_work.landscaping,Landscaping,garden_landscaping_tree_and_outdoor_work.landscaping.bark_installation,Bark installation,materialova_polozka,at cost,0.0,hodinova_sazba|denni_sazba|cena_za_navstevu|cena_za_kus|cena_za_plochu|cena_za_delku|cena_za_objem|cena_za_vahu|cena_za_bulk_bag_skip_nebo_container|fixni_cena|cena_za_balicek|callout_fee|cestovni_poplatek|materialova_polozka|procento|milestone_nebo_stage_payment|subscription_nebo_retainer
garden_landscaping_tree_and_outdoor_work,"Garden, Landscaping, Tree And Outdoor Work",garden_landscaping_tree_and_outdoor_work.landscaping,Landscaping,garden_landscaping_tree_and_outdoor_work.landscaping.decorative_gravel_installation,Decorative gravel installation,materialova_polozka,at cost,0.0,hodinova_sazba|denni_sazba|cena_za_navstevu|cena_za_kus|cena_za_plochu|cena_za_delku|cena_za_objem|cena_za_vahu|cena_za_bulk_bag_skip_nebo_container|fixni_cena|cena_za_balicek|callout_fee|cestovni_poplatek|materialova_polozka|procento|milestone_nebo_stage_payment|subscription_nebo_retainer
garden_landscaping_tree_and_outdoor_work,"Garden, Landscaping, Tree And Outdoor Work",garden_landscaping_tree_and_outdoor_work.landscaping,Landscaping,garden_landscaping_tree_and_outdoor_work.landscaping.raised_bed_installation,Raised bed installation,cena_za_kus,GBP/item,27.0,hodinova_sazba|denni_sazba|cena_za_navstevu|cena_za_kus|cena_za_plochu|cena_za_delku|cena_za_objem|cena_za_vahu|cena_za_bulk_bag_skip_nebo_container|fixni_cena|cena_za_balicek|callout_fee|cestovni_poplatek|materialova_polozka|procento|milestone_nebo_stage_payment|subscription_nebo_retainer
garden_landscaping_tree_and_outdoor_work,"Garden, Landscaping, Tree And Outdoor Work",garden_landscaping_tree_and_outdoor_work.landscaping,Landscaping,garden_landscaping_tree_and_outdoor_work.landscaping.sleeper_installation,Sleeper installation,cena_za_kus,GBP/item,27.0,hodinova_sazba|denni_sazba|cena_za_navstevu|cena_za_kus|cena_za_plochu|cena_za_delku|cena_za_objem|cena_za_vahu|cena_za_bulk_bag_skip_nebo_container|fixni_cena|cena_za_balicek|callout_fee|cestovni_poplatek|materialova_polozka|procento|milestone_nebo_stage_payment|subscription_nebo_retainer
garden_landscaping_tree_and_outdoor_work,"Garden, Landscaping, Tree And Outdoor Work",garden_landscaping_tree_and_outdoor_work.landscaping,Landscaping,garden_landscaping_tree_and_outdoor_work.landscaping.garden_edging,Garden edging,cena_za_delku,GBP/m,10.0,hodinova_sazba|denni_sazba|cena_za_navstevu|cena_za_kus|cena_za_plochu|cena_za_delku|cena_za_objem|cena_za_vahu|cena_za_bulk_bag_skip_nebo_container|fixni_cena|cena_za_balicek|callout_fee|cestovni_poplatek|materialova_polozka|procento|milestone_nebo_stage_payment|subscription_nebo_retainer
garden_landscaping_tree_and_outdoor_work,"Garden, Landscaping, Tree And Outdoor Work",garden_landscaping_tree_and_outdoor_work.landscaping,Landscaping,garden_landscaping_tree_and_outdoor_work.landscaping.steel_edging_installation,Steel edging installation,cena_za_delku,GBP/m,12.0,hodinova_sazba|denni_sazba|cena_za_navstevu|cena_za_kus|cena_za_plochu|cena_za_delku|cena_za_objem|cena_za_vahu|cena_za_bulk_bag_skip_nebo_container|fixni_cena|cena_za_balicek|callout_fee|cestovni_poplatek|materialova_polozka|procento|milestone_nebo_stage_payment|subscription_nebo_retainer
garden_landscaping_tree_and_outdoor_work,"Garden, Landscaping, Tree And Outdoor Work",garden_landscaping_tree_and_outdoor_work.landscaping,Landscaping,garden_landscaping_tree_and_outdoor_work.landscaping.timber_edging_installation,Timber edging installation,cena_za_delku,GBP/m,12.0,hodinova_sazba|denni_sazba|cena_za_navstevu|cena_za_kus|cena_za_plochu|cena_za_delku|cena_za_objem|cena_za_vahu|cena_za_bulk_bag_skip_nebo_container|fixni_cena|cena_za_balicek|callout_fee|cestovni_poplatek|materialova_polozka|procento|milestone_nebo_stage_payment|subscription_nebo_retainer
garden_landscaping_tree_and_outdoor_work,"Garden, Landscaping, Tree And Outdoor Work",garden_landscaping_tree_and_outdoor_work.landscaping,Landscaping,garden_landscaping_tree_and_outdoor_work.landscaping.stone_edging_installation,Stone edging installation,cena_za_delku,GBP/m,12.0,hodinova_sazba|denni_sazba|cena_za_navstevu|cena_za_kus|cena_za_plochu|cena_za_delku|cena_za_objem|cena_za_vahu|cena_za_bulk_bag_skip_nebo_container|fixni_cena|cena_za_balicek|callout_fee|cestovni_poplatek|materialova_polozka|procento|milestone_nebo_stage_payment|subscription_nebo_retainer
garden_landscaping_tree_and_outdoor_work,"Garden, Landscaping, Tree And Outdoor Work",garden_landscaping_tree_and_outdoor_work.landscaping,Landscaping,garden_landscaping_tree_and_outdoor_work.landscaping.path_preparation,Path preparation,hodinova_sazba,GBP/h,30.0,hodinova_sazba|denni_sazba|cena_za_navstevu|cena_za_kus|cena_za_plochu|cena_za_delku|cena_za_objem|cena_za_vahu|cena_za_bulk_bag_skip_nebo_container|fixni_cena|cena_za_balicek|callout_fee|cestovni_poplatek|materialova_polozka|procento|milestone_nebo_stage_payment|subscription_nebo_retainer
garden_landscaping_tree_and_outdoor_work,"Garden, Landscaping, Tree And Outdoor Work",garden_landscaping_tree_and_outdoor_work.landscaping,Landscaping,garden_landscaping_tree_and_outdoor_work.landscaping.garden_pathway_installation,Garden pathway installation,cena_za_kus,GBP/item,27.0,hodinova_sazba|denni_sazba|cena_za_navstevu|cena_za_kus|cena_za_plochu|cena_za_delku|cena_za_objem|cena_za_vahu|cena_za_bulk_bag_skip_nebo_container|fixni_cena|cena_za_balicek|callout_fee|cestovni_poplatek|materialova_polozka|procento|milestone_nebo_stage_payment|subscription_nebo_retainer
garden_landscaping_tree_and_outdoor_work,"Garden, Landscaping, Tree And Outdoor Work",garden_landscaping_tree_and_outdoor_work.landscaping,Landscaping,garden_landscaping_tree_and_outdoor_work.landscaping.garden_steps,Garden steps,hodinova_sazba,GBP/h,30.0,hodinova_sazba|denni_sazba|cena_za_navstevu|cena_za_kus|cena_za_plochu|cena_za_delku|cena_za_objem|cena_za_vahu|cena_za_bulk_bag_skip_nebo_container|fixni_cena|cena_za_balicek|callout_fee|cestovni_poplatek|materialova_polozka|procento|milestone_nebo_stage_payment|subscription_nebo_retainer
garden_landscaping_tree_and_outdoor_work,"Garden, Landscaping, Tree And Outdoor Work",garden_landscaping_tree_and_outdoor_work.landscaping,Landscaping,garden_landscaping_tree_and_outdoor_work.landscaping.garden_lighting_preparation,Garden lighting preparation,cena_za_kus,GBP/item,22.0,hodinova_sazba|denni_sazba|cena_za_navstevu|cena_za_kus|cena_za_plochu|cena_za_delku|cena_za_objem|cena_za_vahu|cena_za_bulk_bag_skip_nebo_container|fixni_cena|cena_za_balicek|callout_fee|cestovni_poplatek|materialova_polozka|procento|milestone_nebo_stage_payment|subscription_nebo_retainer
garden_landscaping_tree_and_outdoor_work,"Garden, Landscaping, Tree And Outdoor Work",garden_landscaping_tree_and_outdoor_work.landscaping,Landscaping,garden_landscaping_tree_and_outdoor_work.landscaping.low_voltage_garden_lighting_support,Low voltage garden lighting support,cena_za_kus,GBP/item,22.0,hodinova_sazba|denni_sazba|cena_za_navstevu|cena_za_kus|cena_za_plochu|cena_za_delku|cena_za_objem|cena_za_vahu|cena_za_bulk_bag_skip_nebo_container|fixni_cena|cena_za_balicek|callout_fee|cestovni_poplatek|materialova_polozka|procento|milestone_nebo_stage_payment|subscription_nebo_retainer
garden_landscaping_tree_and_outdoor_work,"Garden, Landscaping, Tree And Outdoor Work",garden_landscaping_tree_and_outdoor_work.landscaping,Landscaping,garden_landscaping_tree_and_outdoor_work.landscaping.irrigation_installation,Irrigation installation,cena_za_kus,GBP/item,27.0,hodinova_sazba|denni_sazba|cena_za_navstevu|cena_za_kus|cena_za_plochu|cena_za_delku|cena_za_objem|cena_za_vahu|cena_za_bulk_bag_skip_nebo_container|fixni_cena|cena_za_balicek|callout_fee|cestovni_poplatek|materialova_polozka|procento|milestone_nebo_stage_payment|subscription_nebo_retainer
